cluster_id,visibility_state_cat_3,profile_state_cat_-1,profile_state_cat_1,persona_state_cat_0,persona_state_cat_1,persona_state_cat_3,persona_state_cat_4,persona_state_cat_5,persona_state_cat_6,account_age_band_cat_0-1 año,account_age_band_cat_1-3 años,account_age_band_cat_10+ años,account_age_band_cat_3-5 años,account_age_band_cat_5-10 años,account_created_year_bin_2006-2010,account_created_year_bin_2011-2015,account_created_year_bin_2016-2020,account_created_year_bin_2021+,account_created_year_bin_<=2005,last_logoff_bucket_cat_-1,last_logoff_bucket_cat_1,last_logoff_bucket_cat_2,last_logoff_bucket_cat_3,last_logoff_bucket_cat_4,country_currency_feature_EC_USD,country_currency_feature_UNKNOWN_UNKNOWN,country_currency_feature_US_USD
0,1.0,0.0008561643835616431,0.9991438356164384,0.8852739726027399,0.1010273972602739,0.00856164383561649,0.005136986301369818,2.439454888092385e-19,2.439454888092385e-19,0.055650684931506815,0.02140410958904113,1.4432899320127035e-15,0.023116438356164396,0.8998287671232883,0.0,-9.992007221626409e-16,0.897260273972601,0.10273972602739702,4.163336342344337e-17,0.9957191780821918,0.0008561643835616408,0.0008561643835616388,0.0017123287671232917,0.0008561643835616436,0.01455479452054795,0.9691780821917809,0.01626712328767127
1,1.0,0.0014656041036914748,0.9985343958963085,0.8982321150499214,0.055234954657873835,0.02262526335073735,0.02372446642850595,9.160025648071842e-05,9.160025648071673e-05,7.19910242530375e-17,1.0625181290357943e-17,1.000000000000001,1.3010426069826053e-17,8.049116928532385e-16,0.31766968947513047,0.6252633507373808,0.0027480076944205317,-2.255140518769849e-16,0.054318952093066045,0.9998167994870386,3.7947076036992655e-19,9.160025648071707e-05,9.160025648071907e-05,3.7947076036992655e-19,9.16002564807744e-05,0.999908399743521,-3.0531133177191805e-15
2,1.0,-2.8189256484623115e-18,1.0,0.18427518427518308,0.4803439803439812,0.1793611793611791,0.15601965601965595,2.0328790734103208e-19,2.0328790734103208e-19,0.0,2.6020852139652106e-18,0.9999999999999999,3.0357660829594124e-18,8.326672684688674e-17,0.2530712530712531,0.35135135135135176,0.0012285012285010999,-6.938893903907228e-18,0.39434889434889453,1.0,2.0328790734103208e-19,4.0657581468206416e-19,2.168404344971009e-19,2.0328790734103208e-19,0.0012285012285012317,0.11793611793611891,0.8808353808353822
3,1.0,6.505213034913027e-19,1.0,1.0000000000000002,-1.5265566588595902e-16,5.898059818321144e-17,-4.85722573273506e-17,2.574980159653073e-19,2.574980159653073e-19,0.0046047582501918425,0.0007674597083653135,0.994627782041443,6.505213034913027e-19,-1.942890293094024e-16,0.34689178818112054,0.6469685341519572,0.0007674597083654477,0.005372217958557188,1.249000902703301e-16,1.0,2.574980159653073e-19,5.149960319306146e-19,6.2341624917916505e-19,2.574980159653073e-19,0.007674597083653119,1.5543122344752192e-15,0.9923254029163484
