user_key,cluster_id,dominant_share_known,imputed_country_key,imputed_country_iso,imputed_country_name,imputed_market_currency_code,imputation_method
11846,1,0.1545,197,RU,Rusia,USD,cluster_majority
11847,1,0.1545,197,RU,Rusia,USD,cluster_majority
11850,1,0.1545,197,RU,Rusia,USD,cluster_majority
11851,1,0.1545,197,RU,Rusia,USD,cluster_majority
11856,1,0.1545,197,RU,Rusia,USD,cluster_majority
11867,1,0.1545,197,RU,Rusia,USD,cluster_majority
11869,1,0.1545,197,RU,Rusia,USD,cluster_majority
11872,1,0.1545,197,RU,Rusia,USD,cluster_majority
11876,1,0.1545,197,RU,Rusia,USD,cluster_majority
11878,1,0.1545,197,RU,Rusia,USD,cluster_majority
11880,1,0.1545,197,RU,Rusia,USD,cluster_majority
11888,1,0.1545,197,RU,Rusia,USD,cluster_majority
11890,1,0.1545,197,RU,Rusia,USD,cluster_majority
11891,1,0.1545,197,RU,Rusia,USD,cluster_majority
11892,1,0.1545,197,RU,Rusia,USD,cluster_majority
11899,1,0.1545,197,RU,Rusia,USD,cluster_majority
11901,1,0.1545,197,RU,Rusia,USD,cluster_majority
11903,1,0.1545,197,RU,Rusia,USD,cluster_majority
11905,1,0.1545,197,RU,Rusia,USD,cluster_majority
11912,0,0.0204,29,BR,Brasil,USD,cluster_majority
11916,1,0.1545,197,RU,Rusia,USD,cluster_majority
11917,1,0.1545,197,RU,Rusia,USD,cluster_majority
11919,1,0.1545,197,RU,Rusia,USD,cluster_majority
11932,1,0.1545,197,RU,Rusia,USD,cluster_majority
11935,1,0.1545,197,RU,Rusia,USD,cluster_majority
11936,1,0.1545,197,RU,Rusia,USD,cluster_majority
11938,0,0.0204,29,BR,Brasil,USD,cluster_majority
11941,1,0.1545,197,RU,Rusia,USD,cluster_majority
11942,1,0.1545,197,RU,Rusia,USD,cluster_majority
11947,1,0.1545,197,RU,Rusia,USD,cluster_majority
11949,1,0.1545,197,RU,Rusia,USD,cluster_majority
11951,1,0.1545,197,RU,Rusia,USD,cluster_majority
11953,1,0.1545,197,RU,Rusia,USD,cluster_majority
11957,1,0.1545,197,RU,Rusia,USD,cluster_majority
11963,1,0.1545,197,RU,Rusia,USD,cluster_majority
11965,1,0.1545,197,RU,Rusia,USD,cluster_majority
11967,1,0.1545,197,RU,Rusia,USD,cluster_majority
11979,1,0.1545,197,RU,Rusia,USD,cluster_majority
11981,1,0.1545,197,RU,Rusia,USD,cluster_majority
11991,1,0.1545,197,RU,Rusia,USD,cluster_majority
11992,1,0.1545,197,RU,Rusia,USD,cluster_majority
11994,1,0.1545,197,RU,Rusia,USD,cluster_majority
11995,1,0.1545,197,RU,Rusia,USD,cluster_majority
11996,1,0.1545,197,RU,Rusia,USD,cluster_majority
12004,1,0.1545,197,RU,Rusia,USD,cluster_majority
12007,1,0.1545,197,RU,Rusia,USD,cluster_majority
12008,1,0.1545,197,RU,Rusia,USD,cluster_majority
12015,1,0.1545,197,RU,Rusia,USD,cluster_majority
